93
0.200000000000000011102230246252
0.0500000000000000027755575615629
150
2.44682572137677410413578865667e-05
9    25    0.540623907251574054022569271183    0.323941165107764494912601094256
19    17    33.7967937969587737256915715989    0.562040871947965148258674616955
3    5    1.04322936434449142772962204617    0.439453481122929701108148492494
12    12    1.4170012443405581858968389497    0.439471847435673024229174643551
22    18    1.04681169662941786491217044386    0.214034594028643276875101264523
11    6    4.81429929137895751267706145882    0.571667530516042132759935157083
20    14    1.51805300336240467373727369704    0.819550345422891735047699057759
21    9    1.85375707310333703858873377612    0.685205813109185823961411188066
26    3    1.19510805289964561204385518067    0.284878672629617524236778081104
13    23    0.820241403216608544468613217759    0.72006778372708879487618105486
15    18    1.75050553015922449873187360936    0.596611283107008949500027483737
3    22    4.72523644786571939135910724872    0.576841901935648881938334398001
16    12    0.581929926100154371049200108246    0.712638278973594996301699211472
3    6    0.706433784545601239912571145396    0.36811694197034883213603961849
25    10    0.564604066575227325763819408166    0.46998995791169118074748212166
13    6    1.02741736966530661234742183296    0.561974578724351969682970775466
7    17    1.81271508420478322243241109391    0.404464588487898679680654367985
23    23    0.852362253168766459410221614235    0.473517589277258454938390741518
22    7    0.544886570677574066934312213561    0.732789255071300327237793226232
19    16    0.591321382946950135917063562374    0.447119686291526763355363982555
10    2    0.592198688812646367729541907465    0.439972781680297908568633147297
6    14    0.735307112678562857510655703663    0.202983153148409256605333439438
16    27    0.614332035469977166819433023193    0.384200547596047548015718575698
23    26    0.744871329863030173790150456625    0.703815548730294393564577148936
14    20    4.22101188647607905579661746742    0.494111542996064190269578375592
6    1    1.2389738118457485072099188983    0.439647029009631484797182565671
10    9    0.909501221454470099025968465867    0.441843366767097955882803717031
24    27    0.921666156929762170335607152083    0.35925911233354962392994025322
21    27    0.850473065325279331538865790208    0.578603712386416502155839225452
17    18    0.823048875119094192065460902086    0.297940333896306253080865644733
21    3    0.644717365803531117229852043238    0.682131837740768798283852447639
8    0    1.23702781332518330081882140803    0.596700500222122953708492332225
20    4    0.605262816234148459670905140229    0.497986456761515983160393261642
23    14    0.680799130667373186831525799789    0.44237809627439500514967107847
27    5    0.71509648147742099766333012667    0.511550538809448895882781016553
0    5    1.21658155751255403487220974057    0.546416700705037117202778063074
19    1    0.620679930141512237184997502482    0.67167902205676455196226015687
17    27    0.605668872876869879284811304387    0.565727425983857168390045444539
11    3    0.613257754879657945856763490156    0.567873194760810773296100251173
5    2    0.935258809912604682779146969551    0.247007522879920338176873428893
27    13    3.16414609698771798207417305093    0.548464113815040676946921394119
13    4    0.921277329754679130680017351551    0.573192152918527209060073346336
12    2    0.848969910689149953597620879009    0.495248195173415561853857980168
17    15    0.544585287824545627444194906275    0.484739655091733390168684536548
17    9    3.1583304531678235704816870566    0.565414564742915182193883083528
3    25    2.43114307635982651589756642352    0.465009889893052086318192550607
8    27    0.849751755990903689941262655339    0.570288997509586503831258141872
23    7    0.536149367939750320921632464888    0.497120546924392003873549583659
16    8    0.72971778024440525634020104917    0.432097443221917565381318127038
24    20    1.05474796195269937548744110245    0.445735864400384040884262049076
9    13    0.681649428178393024246872755612    0.690280341014709586389130890893
19    20    0.812226906797023029405124816549    0.456099208608234163442318731541
17    22    1.04349479127838029590691348858    0.54846756926546225141549939508
10    22    0.698398333368077106619864480308    0.435406309511479683305168464358
8    21    1.62173016072331477310797254177    0.58956408153563621965531638125
7    21    1.55135896129131278797785853385    0.347458952644296492628939176939
9    3    1.1835638439206237482181904852    0.722788693184768349375701745885
8    16    1.51384947891992016621998118353    0.575680727117581669816104295023
20    25    0.677835662233566726975197980209    0.657356388198858443416838781559
4    21    1.02884694981800706159447145183    0.440486635256510217217851277383
19    7    4.99690417433013411852016361081    0.486203419158577343495153399999
18    27    23.6299699282413193657248484669    0.376676487924302416665511827887
18    26    0.508302357284493022682170249027    0.67304114911212220562219954445
18    7    0.51714340248943468925091337951    0.464416868435547580684641388871
11    15    0.677819829749790825346167366661    0.598405195885375440489895026985
0    14    0.648158602718337695236527906673    0.515399748856049999545803075307
8    13    0.997575466054294035522786998627    0.398259670390254671978880196548
23    1    2.87573179364005637737022880174    0.425482192215475230057109001791
18    14    0.770663842917729047243824425095    0.332333182924054948426118016869
22    0    1.48189254174097095884121699783    0.649809555627584023440590499376
17    14    1.42907677284864553790555419255    0.404257933573694550055677154887
16    21    0.637009740172424288040531337174    0.531556267900943457682672033116
12    4    1.01461308124224336424390457978    0.700416742786609036741651834745
14    3    1.36512843955547014118678816885    0.459702698348079474843785874327
12    17    3.57191125097307882185759808635    0.761556516620078394197435045498
14    14    3.5458197833717894909000278858    0.872804078797788873700369549624
27    16    0.543063506736915280193045418855    0.383028004065268268263366735482
5    5    1.84290995907173948964441478893    0.404551218198317519281204113213
2    16    2.97657074545350441852065159765    0.32587604055286201187868755369
4    14    0.50700223096972429903672718865    0.532605200924585964195046017267
2    7    0.748163089504541356511424510245    0.623886936742089170948588616739
15    23    4.80028847455991858339530153899    0.553271104754526121816127215425
21    22    0.589928124374676565722097620892    0.562391727446739597695568591007
24    11    1.56116020007112998868592512736    0.452015416906787259598843320418
8    2    1.42197124726230805791260536353    0.628026051838120658032948995242
11    9    0.743359793323725370761678732379    0.583930063669736210130167819443
17    12    0.527873635537863594713314796536    0.458153048839060605956774452352
2    13    0.544244423762077711437257221405    0.482175673638681245858350621347
